id,acidity,aroma,body,flavor,aftertaste,balance,quality
164,5.8,6.0,5.9,6.1,6.0,5.7,0
165,7.0,7.2,7.1,7.4,7.3,7.0,1
166,6.2,6.4,6.3,6.5,6.2,6.1,0
167,8.8,9.0,8.6,9.1,8.9,9.0,1
168,5.5,5.8,5.6,5.9,5.7,5.6,0
169,7.9,8.1,7.8,8.3,8.0,8.2,1
170,6.1,6.3,6.0,6.4,6.2,6.1,0
171,7.5,8.0,7.0,8.2,7.8,8.0,1
172,6.0,6.5,6.2,6.0,6.1,6.3,0
173,8.2,8.5,8.0,8.7,8.4,8.6,1
174,5.8,6.0,5.9,6.1,6.0,5.7,0
175,7.0,7.2,7.1,7.4,7.3,7.0,1
176,6.2,6.4,6.3,6.5,6.2,6.1,0
177,8.8,9.0,8.6,9.1,8.9,9.0,1
178,5.5,5.8,5.6,5.9,5.7,5.6,0
179,7.9,8.1,7.8,8.3,8.0,8.2,1
180,6.1,6.3,6.0,6.4,6.2,6.1,0
181,7.5,8.0,7.0,8.2,7.8,8.0,1
182,6.0,6.5,6.2,6.0,6.1,6.3,0
183,8.2,8.5,8.0,8.7,8.4,8.6,1
184,5.8,6.0,5.9,6.1,6.0,5.7,0
185,7.0,7.2,7.1,7.4,7.3,7.0,1
186,6.2,6.4,6.3,6.5,6.2,6.1,0
187,8.8,9.0,8.6,9.1,8.9,9.0,1
188,5.5,5.8,5.6,5.9,5.7,5.6,0
189,7.9,8.1,7.8,8.3,8.0,8.2,1
190,6.1,6.3,6.0,6.4,6.2,6.1,0
191,7.5,8.0,7.0,8.2,7.8,8.0,1
192,6.0,6.5,6.2,6.0,6.1,6.3,0
193,8.2,8.5,8.0,8.7,8.4,8.6,1
194,5.8,6.0,5.9,6.1,6.0,5.7,0
195,7.0,7.2,7.1,7.4,7.3,7.0,1
196,6.2,6.4,6.3,6.5,6.2,6.1,0
197,8.8,9.0,8.6,9.1,8.9,9.0,1
198,5.5,5.8,5.6,5.9,5.7,5.6,0
199,7.9,8.1,7.8,8.3,8.0,8.2,1
200,6.1,6.3,6.0,6.4,6.2,6.1,0
201,7.5,8.0,7.0,8.2,7.8,8.0,1
202,6.0,6.5,6.2,6.0,6.1,6.3,0
203,8.2,8.5,8.0,8.7,8.4,8.6,1
204,5.8,6.0,5.9,6.1,6.0,5.7,0
205,7.0,7.2,7.1,7.4,7.3,7.0,1
206,6.2,6.4,6.3,6.5,6.2,6.1,0
207,8.8,9.0,8.6,9.1,8.9,9.0,1
208,5.5,5.8,5.6,5.9,5.7,5.6,0
209,7.9,8.1,7.8,8.3,8.0,8.2,1
210,6.1,6.3,6.0,6.4,6.2,6.1,0
211,7.5,8.0,7.0,8.2,7.8,8.0,1
212,6.0,6.5,6.2,6.0,6.1,6.3,0
213,8.2,8.5,8.0,8.7,8.4,8.6,1
214,5.8,6.0,5.9,6.1,6.0,5.7,0
215,7.0,7.2,7.1,7.4,7.3,7.0,1
216,6.2,6.4,6.3,6.5,6.2,6.1,0
217,8.8,9.0,8.6,9.1,8.9,9.0,1
218,5.5,5.8,5.6,5.9,5.7,5.6,0
219,7.9,8.1,7.8,8.3,8.0,8.2,1
220,6.1,6.3,6.0,6.4,6.2,6.1,0
221,7.5,8.0,7.0,8.2,7.8,8.0,1
222,6.0,6.5,6.2,6.0,6.1,6.3,0
223,8.2,8.5,8.0,8.7,8.4,8.6,1
224,5.8,6.0,5.9,6.1,6.0,5.7,0
225,7.0,7.2,7.1,7.4,7.3,7.0,1
226,6.2,6.4,6.3,6.5,6.2,6.1,0
227,8.8,9.0,8.6,9.1,8.9,9.0,1
228,5.5,5.8,5.6,5.9,5.7,5.6,0
229,7.9,8.1,7.8,8.3,8.0,8.2,1
230,6.1,6.3,6.0,6.4,6.2,6.1,0
231,7.5,8.0,7.0,8.2,7.8,8.0,1
232,6.0,6.5,6.2,6.0,6.1,6.3,0
233,8.2,8.5,8.0,8.7,8.4,8.6,1
234,5.8,6.0,5.9,6.1,6.0,5.7,0
235,7.0,7.2,7.1,7.4,7.3,7.0,1
236,6.2,6.4,6.3,6.5,6.2,6.1,0
237,8.8,9.0,8.6,9.1,8.9,9.0,1
238,5.5,5.8,5.6,5.9,5.7,5.6,0
239,7.9,8.1,7.8,8.3,8.0,8.2,1
240,6.1,6.3,6.0,6.4,6.2,6.1,0
